__v,_id,price,productId,purchaseDate,purchaserMail,sellerMail,totalPrice,units
0,6432e780588c4f7baa2e3d9e,3900,6432e15f588c4f7baa2e3cd3,2023-04-09T16:27:44.472Z,rick@gmail.com,aaron@gmail.com,3900,1
0,6432eb4e588c4f7baa2e3e13,50,6432e090588c4f7baa2e3cb6,2023-01-09T16:43:58.959Z,eric@gmail.com,aaron@gmail.com,100,2
0,6432eb4e588c4f7baa2e3e16,75,6432dea6588c4f7baa2e3c80,2023-01-09T16:43:58.960Z,eric@gmail.com,aaron@gmail.com,300,4
0,6432eb4e588c4f7baa2e3e18,20,6432e211588c4f7baa2e3ce2,2023-04-09T16:43:58.960Z,eric@gmail.com,aaron@gmail.com,20,1
0,6432ebb1588c4f7baa2e3e39,150,6432e689588c4f7baa2e3d75,2023-04-09T16:45:37.815Z,eric@gmail.com,rick@gmail.com,300,2
0,6432ebb1588c4f7baa2e3e3c,15,6432e591588c4f7baa2e3d5d,2023-04-09T16:45:37.816Z,eric@gmail.com,rick@gmail.com,30,2
0,6432ebb1588c4f7baa2e3e3e,146,6432e620588c4f7baa2e3d6a,2023-04-09T16:45:37.816Z,eric@gmail.com,rick@gmail.com,146,1
0,6432ec4f588c4f7baa2e3e72,15,6432ea2c588c4f7baa2e3dd0,2023-04-09T16:48:15.335Z,aaron@gmail.com,eric@gmail.com,75,5
0,6432ec4f588c4f7baa2e3e74,20,6432eac0588c4f7baa2e3de6,2023-04-09T16:48:15.335Z,aaron@gmail.com,eric@gmail.com,100,5
0,6432ec5a588c4f7baa2e3e7e,15,6432ea2c588c4f7baa2e3dd0,2023-02-09T16:48:26.279Z,aaron@gmail.com,eric@gmail.com,30,2
0,6432ec64588c4f7baa2e3e8a,30,6432e9d5588c4f7baa2e3dc5,2023-03-09T16:48:36.623Z,aaron@gmail.com,eric@gmail.com,60,2
0,6432ecbf588c4f7baa2e3eb0,146,6432e620588c4f7baa2e3d6a,2023-04-09T16:50:07.599Z,eric@gmail.com,rick@gmail.com,146,1
0,6432ecbf588c4f7baa2e3eb2,15,6432e591588c4f7baa2e3d5d,2023-04-09T16:50:07.599Z,eric@gmail.com,rick@gmail.com,60,4
0,6432f052588c4f7baa2e3f33,50,6432e090588c4f7baa2e3cb6,2023-04-09T17:05:22.712Z,tatiana@gmail.com,aaron@gmail.com,50,1
0,6432f186588c4f7baa2e3f6c,15,6432ea2c588c4f7baa2e3dd0,2023-04-09T17:10:30.127Z,tatiana@gmail.com,eric@gmail.com,30,2
0,6432f19f588c4f7baa2e3f7b,30,6432e9d5588c4f7baa2e3dc5,2023-04-09T17:10:55.886Z,tatiana@gmail.com,eric@gmail.com,30,1
0,6433c8bc2ce05deb632daf3d,75,6432dea6588c4f7baa2e3c80,2023-04-10T08:28:44.533Z,aaron@gmail.com,aaron@gmail.com,225,3
0,6433c8bc2ce05deb632daf3f,50,6432e090588c4f7baa2e3cb6,2023-04-10T08:28:44.533Z,aaron@gmail.com,aaron@gmail.com,200,4
